HOMBRE,CASADO,FAMILIAR,28,2719242,470372,0,120,73900000,524,E
HOMBRE,UNION LIBRE ,ARRENDADA,30,1977666,1107163,0,140,59800000,5,A
HOMBRE,SOLTERO,FAMILIAR,30,1977665,1094321,0,140,57100000,402,E
HOMBRE,CASADO,PROPIA,56,2438969,935148,0,97,28992874,72,D
MUJER,VIUDO,ARRENDADA,77,1517078,831745,0,140,41200000,5,A
MUJER,SOLTERO,FAMILIAR,51,3715832,1528443,0,60,35000000,706,E
MUJER,CASADO,FAMILIAR,46,4000000,400001,0,54,18605528,650,E
HOMBRE,UNION LIBRE ,ARRENDADA,34,3918948,1890879,0,153,88114153,681,E
MUJER,CASADO,FAMILIAR,40,1636199,935568,0,44,32463436,12,A
HOMBRE,SOLTERO,PROPIA,48,1458093,338873,0,44,4260243,78,C
HOMBRE,RELIGIOSO,PROPIA,42,850000,173469,2,38,12271613,3,A
HOMBRE,SOLTERO,ARRENDADA,41,644350,51548,0,42,9348287,484,E
HOMBRE,SOLTERO,ARRENDADA,33,1572830,558177,0,140,49800000,614,E
MUJER,SEPARADO,FAMILIAR,42,3541489,1652854,0,108,60000000,71,C
HOMBRE,CASADO,FAMILIAR,41,3075626,1335205,0,140,116300000,675,E
HOMBRE,CASADO,ARRENDADA,41,45000000,215358,0,60,59900000,71,C
MUJER,UNION LIBRE ,PROPIA,41,5574000,1600000,0,72,78871806,71,C
MUJER,CASADO,FAMILIAR,53,3526000,559548,0,108,94998267,375,E
HOMBRE,SOLTERO,ARRENDADA,51,3500000,1375000,0,96,72016265,437,E
HOMBRE,CASADO,FAMILIAR,32,630000,50400,1,40,15273633,740,E
MUJER,SOLTERO,FAMILIAR,43,1659889,533270,0,130,24919842,280,E
HOMBRE,SOLTERO,FAMILIAR,38,1580675,771437,0,140,52600000,218,E
MUJER,CASADO,PROPIA,44,6011526,1,0,21,18556552,498,E
HOMBRE,SOLTERO,FAMILIAR,29,1977665,1241506,0,140,57700000,158,D
MUJER,SOLTERO,PROPIA,29,3800000,800000,0,72,51500000,9,A
HOMBRE,SOLTERO,FAMILIAR,41,3823000,300000,0,60,40050148,587,E
HOMBRE,CASADO,FAMILIAR,60,4532454,1878830,0,140,153600000,5,A
HOMBRE,SOLTERO,FAMILIAR,29,1977665,1052889,0,140,59000000,736,E
HOMBRE,UNION LIBRE ,PROPIA,40,2186881,1346267,0,140,45000000,97,C
HOMBRE,CASADO,FAMILIAR,42,1700685,124450,0,140,74500000,128,E
MUJER,UNION LIBRE ,FAMILIAR,44,1002184,239841,0,60,15500000,5,A
HOMBRE,CASADO,FAMILIAR,58,0,1000000,0,72,172100000,33,B
HOMBRE,SOLTERO,FAMILIAR,41,1141243,1401705,0,120,63000000,645,E
HOMBRE,CASADO,FAMILIAR,46,36200000,7200000,0,60,120000000,212,D
